applicant_id,age,annual_income,credit_score,employment_years,debt_to_income_ratio,num_credit_lines,loan_approved
10518,33.3,59462.18,502,10.1,0.4016,4,0
10519,46.2,34637.2,662,14.4,0.4023,4,0
10520,54.0,77811.39,612,0.0,0.2153,2,0
10521,25.0,68315.51,694,10.5,0.2768,3,0
10522,51.5,58731.47,850,0.0,0.5111,3,1
10523,37.0,46602.74,709,3.2,0.4245,3,0
10524,51.8,35608.41,655,16.1,0.6613,6,0
10525,35.8,44416.9,754,5.1,0.527,1,0
10526,23.3,66331.23,719,2.1,0.5216,2,0
10527,25.5,78268.79,714,7.0,0.1418,3,1
10528,45.6,73148.65,729,18.3,0.4646,1,1
10529,48.1,42667.26,845,0.0,0.342,6,1
10530,34.1,33205.74,590,2.7,0.2674,4,0
10531,52.7,52113.29,718,15.5,0.3752,3,1
10532,25.1,23473.41,606,17.3,0.4918,9,0
10533,44.2,54847.52,724,7.5,0.4251,5,0
10534,30.5,47785.96,607,1.8,0.2182,6,0
10535,37.2,43009.45,647,18.5,0.4614,5,1
10536,45.6,26079.45,656,16.0,0.2544,3,0
10537,34.7,57704.0,758,11.4,0.3825,4,0
10538,40.4,42009.49,753,3.9,0.3045,5,0
10539,57.1,32451.25,580,7.8,0.3172,7,0
10540,38.1,15000.0,684,7.2,0.4649,1,0
10541,55.0,49587.28,623,9.7,0.194,6,1
10542,31.4,76583.77,579,15.3,0.6418,3,0
10543,51.4,74918.89,663,12.4,0.0768,5,0
10544,62.3,43143.56,655,2.6,0.2603,3,1
10545,18.0,40966.82,850,14.9,0.4055,5,1
10546,35.4,57031.61,715,9.6,0.4376,4,1
10547,51.9,35024.22,570,11.4,0.3349,6,0
10548,42.6,54526.88,635,15.3,0.3414,4,0
10549,49.5,61491.2,762,2.4,0.4116,6,0
10550,37.8,68404.0,847,7.8,0.3153,5,0
10551,46.0,48497.69,553,5.3,0.559,2,0
10552,43.1,46944.89,530,0.2,0.4759,1,0
10553,59.0,36830.26,830,9.7,0.4809,1,0
10554,48.1,37596.79,711,20.6,0.2051,3,1
10555,49.1,46602.82,611,0.0,0.3381,5,0
10556,40.1,55510.48,723,7.8,0.3049,3,1
10557,39.1,63703.77,469,11.2,0.1992,5,0
10558,39.8,37952.32,680,8.6,0.404,4,0
10559,49.7,72390.33,706,7.4,0.2694,3,0
10560,39.9,45933.15,754,1.5,0.4483,6,0
10561,48.5,49679.49,599,9.2,0.1895,5,0
10562,69.9,38791.82,687,4.2,0.6079,6,0
10563,55.5,15000.0,606,0.0,0.2156,2,0
10564,41.1,63260.68,700,14.0,0.3829,5,0
10565,59.4,61052.66,608,12.8,0.4688,6,0
10566,40.1,45780.09,647,8.3,0.2644,3,0
10567,20.5,51004.86,600,9.1,0.4779,5,1
10568,32.9,57739.09,732,13.4,0.1656,5,0
10569,22.6,26561.81,749,9.1,0.5678,6,0
10570,40.8,42064.21,661,12.5,0.3521,3,0
10571,45.2,61913.97,683,6.5,0.2605,6,1
10572,65.1,31185.66,564,14.6,0.3051,11,0
10573,48.9,54403.37,656,9.6,0.4713,5,1
10574,42.4,29651.27,676,9.0,0.2623,6,0
10575,55.0,56996.45,850,1.6,0.2376,5,1
10576,18.5,49465.38,591,9.4,0.3168,5,0
10577,47.8,25773.02,797,3.8,0.1735,2,1
10578,54.3,67471.09,760,4.8,0.6231,10,1
10579,27.3,38981.13,702,3.9,0.265,2,0
10580,58.7,37846.21,821,2.7,0.4747,2,0
10581,49.1,53008.54,710,18.6,0.3814,2,0
10582,40.0,67229.56,711,14.7,0.2023,3,0
10583,52.6,34762.67,676,17.6,0.3491,3,0
10584,72.2,50925.2,778,1.9,0.4676,3,0
10585,47.2,56432.25,768,8.4,0.3218,3,0
10586,48.0,60396.58,630,1.5,0.529,7,0
10587,39.5,52646.62,574,4.5,0.5032,5,0
10588,34.8,44494.58,664,3.4,0.4878,6,0
10589,55.0,37586.15,616,14.2,0.2811,1,1
10590,34.7,51292.16,675,6.0,0.188,4,0
10591,45.9,33917.91,779,13.3,0.258,3,1
10592,39.3,15000.0,643,11.0,0.3794,7,0
10593,50.7,56548.4,677,19.5,0.4319,4,0
10594,49.0,63559.02,685,0.6,0.05,3,0
10595,57.5,15000.0,748,14.3,0.3488,7,0
10596,38.9,34854.04,500,13.7,0.3737,1,0
10597,41.8,59287.31,631,3.1,0.3084,4,1
10598,33.3,80862.43,697,13.0,0.5437,3,1
10599,39.7,50311.91,776,9.7,0.4133,5,1
10600,49.5,39079.96,641,6.9,0.5465,2,0
10601,54.1,47256.55,530,3.9,0.3176,4,0
10602,33.9,70623.15,730,4.4,0.4906,4,1
10603,55.4,40310.54,629,18.2,0.5953,4,0
10604,61.3,38012.12,585,8.0,0.5468,6,0
10605,50.0,42758.85,630,11.9,0.1862,8,1
10606,67.5,35700.07,665,4.0,0.3119,5,1
10607,35.7,51840.05,632,4.1,0.2982,3,0
10608,30.1,74370.18,504,13.4,0.4234,4,0
10609,23.7,54846.19,752,1.3,0.453,4,0
10610,63.0,46214.7,782,5.9,0.2242,4,1
10611,52.9,45622.83,732,8.2,0.3602,7,0
10612,44.3,26552.14,589,8.6,0.05,5,0
10613,48.4,63246.65,664,7.1,0.5663,5,0
10614,31.5,48832.44,679,10.0,0.2731,6,0
10615,74.3,47292.8,728,11.5,0.3584,2,1
10616,46.6,97896.61,733,11.7,0.3036,7,1
10617,46.3,54481.29,621,3.1,0.5219,3,0
10618,53.7,38723.13,687,6.6,0.05,5,1
10619,50.8,43604.64,717,14.0,0.3475,2,0
10620,47.7,67226.69,796,12.5,0.3341,4,0
10621,35.5,51699.06,736,1.1,0.282,6,0
10622,50.7,28425.83,743,9.8,0.6089,6,0
10623,67.6,63788.43,687,0.0,0.2169,0,0
10624,61.1,39977.84,793,8.2,0.4658,0,1
10625,64.1,78099.47,713,17.5,0.4034,2,0
10626,38.9,66200.72,611,3.3,0.5392,4,0
10627,33.1,43290.17,792,3.8,0.2499,3,1
10628,43.5,69215.25,736,11.8,0.2401,4,1
10629,45.7,51017.83,645,0.3,0.5144,3,0
10630,58.1,62791.61,642,4.8,0.4138,8,0
10631,24.7,57270.99,704,11.0,0.1183,6,0
10632,63.4,37304.65,717,4.8,0.2691,3,1
10633,43.1,40346.75,696,6.8,0.408,0,1
10634,39.9,65449.41,705,11.7,0.4757,2,0
10635,32.9,44978.37,816,10.1,0.2481,3,1
10636,25.1,43945.27,766,9.3,0.05,6,1
10637,54.9,35673.16,695,6.3,0.4285,3,0
10638,45.9,56353.99,755,9.9,0.167,4,1
10639,29.5,80937.87,597,7.4,0.05,9,1
10640,29.5,33987.01,712,10.3,0.05,7,1
10641,41.0,50363.29,825,5.5,0.4721,3,1
10642,65.0,71183.31,663,7.1,0.3693,2,0
10643,41.9,48805.38,612,3.1,0.3162,2,0
10644,27.0,56785.58,628,7.8,0.5584,2,0
10645,42.1,34064.1,593,3.9,0.4456,4,0
10646,41.7,56424.61,617,2.4,0.5924,6,0
10647,18.0,47192.84,650,9.3,0.1411,3,1
10648,44.3,64785.95,568,9.1,0.3448,3,0
10649,42.2,67810.79,681,11.9,0.1075,5,0
10650,53.4,88843.45,752,5.8,0.3156,5,0
10651,67.2,58694.5,607,10.0,0.3127,5,0
10652,58.5,54886.94,802,10.8,0.444,7,1
10653,41.8,52915.76,721,10.2,0.3568,3,1
10654,31.7,44702.51,762,3.9,0.4435,2,0
10655,75.9,55077.26,627,8.7,0.4555,1,0
10656,45.7,45568.98,748,9.8,0.6732,6,0
10657,45.2,52526.91,593,8.0,0.3027,4,0
10658,44.7,69763.96,751,0.0,0.2088,4,1
10659,47.4,34901.86,694,8.8,0.3869,6,0
10660,43.3,67098.18,724,19.1,0.2297,1,0
10661,38.1,69756.73,586,6.2,0.5723,4,0
10662,38.4,48228.97,608,4.4,0.3075,3,0
10663,44.6,18172.18,728,9.9,0.2652,4,0
10664,38.5,40882.67,604,9.6,0.2793,4,0
10665,36.4,69454.92,717,14.0,0.4578,4,0
10666,46.3,49656.98,571,1.7,0.3263,2,0
10667,41.9,35010.47,748,11.7,0.2537,2,0
10668,63.0,42428.38,581,11.0,0.5998,7,0
10669,18.0,62609.3,724,7.3,0.2216,7,1
10670,58.1,58201.0,730,9.7,0.3553,2,0
10671,60.0,46416.02,624,13.1,0.4478,5,0
10672,20.1,44497.63,727,12.4,0.1053,3,0
10673,40.9,44123.63,701,2.3,0.422,4,1
10674,40.5,36163.85,637,12.1,0.1917,1,0
10675,28.1,74230.64,599,7.7,0.4734,3,0
10676,35.7,45165.19,523,8.4,0.2056,5,0
10677,31.7,68257.38,708,8.4,0.4539,2,1
10678,66.0,72819.74,555,7.2,0.5159,4,0
10679,56.2,64974.66,688,14.0,0.4792,5,0
10680,60.3,43525.7,659,7.6,0.3877,2,0
10681,53.7,56055.95,734,2.4,0.3153,5,0
10682,31.5,49637.07,656,6.0,0.2635,4,0
10683,38.7,36444.47,654,8.9,0.5707,3,0
10684,50.9,54865.39,739,14.1,0.2451,4,1
10685,30.3,32314.4,707,11.0,0.1944,5,0
10686,53.6,67815.19,705,3.7,0.4498,5,1
10687,42.1,43030.74,718,20.4,0.2306,6,1
10688,40.5,53017.39,557,9.3,0.2075,0,0
10689,53.5,54249.32,741,14.4,0.1335,3,1
10690,50.3,46116.43,729,7.2,0.2776,4,1
10691,40.7,58800.41,599,10.7,0.3376,2,0
10692,58.9,42876.45,660,12.2,0.3865,6,0
10693,32.0,63069.46,677,14.1,0.4927,3,1
10694,52.4,29810.3,669,13.3,0.429,5,0
10695,52.1,51895.69,707,12.4,0.3214,1,0
10696,41.3,79083.93,795,6.4,0.3203,2,1
10697,48.9,34995.03,767,5.1,0.4265,3,1
10698,30.0,39833.83,575,9.7,0.5409,3,0
10699,56.1,57708.62,730,12.7,0.3689,3,1
10700,42.8,52693.73,786,6.9,0.2796,3,0
10701,38.7,55259.45,711,13.3,0.2011,4,1
10702,57.6,57337.81,767,15.3,0.1332,7,1
10703,36.5,59520.82,841,3.4,0.4499,4,1
10704,28.1,66645.5,762,3.8,0.4367,6,0
10705,26.3,56147.28,700,7.3,0.4366,5,0
10706,52.3,46381.14,764,9.5,0.3307,1,0
10707,29.6,60088.61,692,5.4,0.561,2,1
10708,66.1,78498.23,682,14.8,0.2774,6,1
10709,20.0,48010.49,652,10.1,0.4933,3,0
10710,65.4,35382.06,805,8.2,0.3442,6,1
10711,47.5,66606.21,615,0.8,0.2587,7,0
10712,43.8,48194.28,803,1.4,0.4389,5,1
10713,38.5,17409.96,720,9.4,0.4114,7,0
10714,49.8,62711.33,568,0.0,0.4035,2,0
10715,44.5,41970.08,709,13.1,0.3622,8,0
10716,58.2,48642.0,512,7.2,0.3443,7,0
10717,46.4,54979.7,730,24.2,0.7083,4,0
10718,46.8,52857.5,751,19.5,0.5276,5,0
10719,40.6,60641.78,633,7.1,0.4584,1,0
10720,44.3,43467.7,690,7.5,0.3668,3,0
10721,48.7,57696.59,836,13.0,0.5011,3,1
10722,24.5,46106.8,640,16.5,0.4277,2,0
10723,28.8,61082.16,595,0.0,0.3539,5,0
10724,53.9,59230.51,799,0.0,0.3045,5,1
10725,47.1,35968.42,837,4.9,0.3379,2,1
10726,42.8,66289.73,680,10.9,0.05,6,1
10727,45.2,41960.55,761,10.5,0.3816,1,0
10728,49.2,62120.87,787,13.3,0.2767,4,1
10729,38.5,55509.31,621,2.0,0.5889,1,0
10730,35.7,77572.76,641,0.0,0.3529,1,0
10731,47.4,46648.01,778,12.3,0.1717,3,1
10732,33.3,44760.25,815,3.9,0.3425,3,0
10733,49.9,49708.71,725,0.0,0.1931,1,0
10734,24.6,45452.3,610,8.7,0.421,5,0
10735,57.3,61999.13,839,12.0,0.3936,6,1
10736,50.7,25755.34,638,7.4,0.4937,0,0
10737,48.1,34194.76,653,5.7,0.2314,2,0
10738,56.8,33982.96,707,7.2,0.3551,5,0
10739,65.0,64254.61,804,6.1,0.1452,3,1
10740,57.2,75659.2,748,1.3,0.4552,5,0
10741,22.9,48433.26,713,4.4,0.4278,2,0
10742,29.6,47467.67,717,10.6,0.4244,6,1
10743,37.5,51050.78,683,9.6,0.3502,4,0
10744,45.3,67428.17,725,8.8,0.4122,2,0
10745,51.2,36089.7,478,3.0,0.5907,4,0
10746,36.3,53575.53,656,7.1,0.3072,6,0
10747,47.2,64627.96,699,0.0,0.3708,5,0
10748,35.9,57516.41,588,8.9,0.1871,5,0
10749,37.7,52843.72,711,15.1,0.2198,6,1
10750,28.1,65015.69,664,0.6,0.3647,4,0
10751,33.9,15000.0,820,5.1,0.5156,8,1
10752,28.8,60168.13,806,9.6,0.3116,0,1
10753,33.3,40188.86,643,14.3,0.3146,2,0
10754,57.6,22540.51,668,5.8,0.289,1,0
10755,33.6,57668.04,674,4.5,0.2698,1,1
10756,76.6,70604.88,644,0.0,0.3942,6,0
10757,50.9,47938.27,696,8.5,0.1254,8,1
10758,47.2,64293.12,619,18.2,0.5421,3,0
10759,34.7,74184.17,590,9.4,0.2502,3,0
10760,53.4,69723.72,730,7.9,0.4583,8,0
10761,38.1,74599.47,730,9.6,0.1595,4,1
10762,46.5,61131.91,616,7.9,0.4503,3,0
10763,75.7,51131.5,752,3.9,0.4508,9,1
10764,43.8,25970.51,629,12.1,0.4076,2,0
10765,58.8,46309.06,700,9.1,0.2008,5,0
10766,36.6,37351.3,746,8.1,0.3874,5,0
10767,44.6,82564.14,677,3.1,0.1725,4,0
10768,66.2,47361.71,716,14.5,0.3121,3,0
10769,37.5,51848.07,639,11.3,0.5044,6,0
10770,66.7,58272.28,664,5.2,0.4695,3,0
10771,53.5,50654.04,664,13.0,0.3523,2,0
10772,38.3,75425.77,620,5.5,0.2038,1,0
10773,52.6,40660.26,666,4.1,0.4468,2,0
10774,56.7,52919.11,556,4.2,0.3529,1,0
10775,52.5,38862.94,641,0.0,0.05,3,0
10776,26.2,30199.66,657,10.4,0.4674,8,0
10777,36.3,40823.46,660,0.0,0.3464,1,0
10778,42.0,49444.45,661,1.9,0.5304,4,0
10779,44.1,43560.47,675,0.0,0.1857,8,0
10780,52.4,39613.69,718,7.6,0.05,3,1
10781,47.1,28905.24,750,7.2,0.3919,3,0
10782,29.0,48753.42,628,6.4,0.3937,7,0
10783,49.6,27429.19,584,2.8,0.0964,4,0
10784,52.3,61400.84,597,2.1,0.2032,2,1
10785,51.7,51236.6,641,10.3,0.7633,1,0
10786,58.0,28136.73,652,5.2,0.3042,7,0
10787,55.0,45361.86,618,9.6,0.4596,5,0
10788,50.5,38717.65,576,3.6,0.2524,2,0
10789,44.2,54787.62,644,8.9,0.05,6,1
10790,25.1,70106.76,695,14.5,0.3245,3,1
10791,50.2,21872.41,728,10.9,0.3102,3,0
10792,47.5,51725.39,635,5.9,0.29,1,0
10793,48.3,47598.01,647,9.3,0.3328,5,0
10794,29.7,60070.1,606,6.8,0.3896,3,0
10795,32.0,53197.95,677,8.0,0.3275,4,0
10796,57.6,38720.46,612,6.4,0.1604,4,0
10797,44.5,45214.19,726,7.2,0.4229,7,1
10798,53.2,38059.61,537,9.1,0.0576,4,0
10799,45.3,66140.11,651,3.0,0.05,3,0
10800,45.4,50319.67,704,2.9,0.4609,2,0
10801,56.3,78517.86,695,1.1,0.4261,2,1
10802,38.8,49090.09,850,0.0,0.3414,2,1
10803,46.2,39373.9,708,1.9,0.1407,4,0
10804,39.5,27294.28,600,8.8,0.2438,4,0
10805,39.8,22952.9,672,3.5,0.3106,4,0
10806,41.3,26237.96,538,10.6,0.1106,4,0
10807,47.7,54006.9,674,8.2,0.2391,5,1
10808,39.3,57630.88,613,0.0,0.4478,3,0
10809,60.1,26282.14,753,11.3,0.5641,3,0
10810,34.3,63425.57,636,12.1,0.2871,1,0
10811,42.8,42754.08,671,3.0,0.4635,6,0
10812,39.7,52201.9,629,10.1,0.0629,6,0
10813,62.4,74183.31,819,3.7,0.4489,5,1
10814,47.4,63452.59,654,8.5,0.2294,4,0
10815,57.4,45972.04,827,1.7,0.3961,3,1
10816,27.2,36632.12,745,0.0,0.3128,2,1
10817,48.2,17722.77,719,6.1,0.5481,3,0
10818,55.7,39212.7,709,7.4,0.2188,4,1
10819,46.0,46833.05,712,6.0,0.4441,4,0
10820,57.8,35192.31,526,2.1,0.3081,4,0
10821,38.8,48031.15,658,6.0,0.3263,8,1
10822,61.9,51152.78,748,9.3,0.3224,3,1
10823,72.6,46627.16,676,7.8,0.2231,4,0
10824,40.6,40249.96,568,8.9,0.3479,3,0
10825,39.7,52529.82,676,4.6,0.3406,5,0
10826,62.4,56629.11,816,13.9,0.3862,6,1
10827,64.0,33644.01,780,2.1,0.3627,7,1
10828,38.7,71163.99,675,10.4,0.4697,7,0
10829,40.0,48521.18,756,13.9,0.4885,3,0
10830,41.6,50282.74,651,10.4,0.1924,3,0
10831,28.9,60623.22,544,7.0,0.4803,3,0
10832,34.0,53498.24,606,5.4,0.172,3,0
10833,33.0,64297.05,805,13.2,0.4382,7,0
10834,35.8,54306.86,658,0.9,0.443,4,0
10835,44.6,40813.44,661,3.1,0.0633,5,0
10836,47.8,55422.55,656,6.0,0.3639,2,0
10837,63.6,32844.11,832,14.2,0.2797,5,1
10838,33.0,51628.4,810,9.9,0.2362,6,1
10839,56.8,49501.55,850,3.2,0.5526,10,1
10840,42.4,46878.25,667,6.4,0.2519,2,1
10841,44.4,48071.94,704,4.9,0.229,6,1
10842,53.1,21772.26,559,4.5,0.3614,7,0
10843,31.5,41769.13,798,12.9,0.4528,3,0
10844,49.6,51392.67,587,1.1,0.3288,5,0
10845,47.0,52397.85,697,16.0,0.525,2,0
10846,50.9,34584.87,592,12.1,0.4296,4,0
10847,48.5,68985.62,633,13.5,0.05,3,0
10848,74.5,37007.38,613,5.7,0.2706,3,0
10849,37.3,64541.86,631,7.3,0.2657,1,0
10850,38.6,56407.92,637,0.8,0.4219,6,0
10851,37.5,40306.59,636,5.4,0.05,3,0
10852,38.3,76629.66,747,10.5,0.7324,7,1
10853,37.4,32095.45,592,14.5,0.4297,6,1
10854,59.3,63787.31,698,2.5,0.3723,3,1
10855,62.0,65008.73,777,6.2,0.5272,3,1
10856,38.2,39940.7,639,7.2,0.7015,2,0
10857,35.0,70886.98,623,1.0,0.4806,4,0
10858,50.7,46249.3,662,11.0,0.4923,5,0
10859,38.4,54330.4,774,4.4,0.3696,6,0
10860,52.6,53904.83,696,7.0,0.3288,5,0
10861,47.4,47985.37,638,5.7,0.2786,1,0
10862,26.8,62162.12,719,4.1,0.2261,8,1
10863,63.6,61902.33,592,8.0,0.2469,8,1
10864,66.6,23772.02,735,6.9,0.1474,3,0
10865,37.6,69565.1,713,6.1,0.3386,6,1
10866,40.3,25062.62,655,4.4,0.0973,4,0
10867,48.4,65488.19,613,9.6,0.3786,3,0
10868,49.0,66900.58,609,16.3,0.3446,7,0
10869,52.9,33635.5,723,8.7,0.372,3,0
10870,69.1,43837.79,778,13.0,0.2717,4,1
10871,42.9,33414.43,629,1.0,0.8,7,0
10872,35.4,46776.18,717,8.8,0.554,4,0
10873,28.4,45379.49,513,2.5,0.1633,6,0
10874,36.2,61694.91,633,0.6,0.3849,5,0
10875,44.6,69654.63,678,4.3,0.2588,11,1
10876,66.5,70935.26,607,14.0,0.1978,3,0
10877,38.8,41567.48,605,12.8,0.149,4,0
10878,47.7,46861.67,627,9.2,0.4148,2,1
10879,44.8,24748.43,703,0.3,0.2478,3,0
10880,59.3,37911.95,665,7.0,0.4952,0,0
10881,75.3,64472.77,501,9.5,0.4991,5,0
10882,38.6,74233.74,510,8.9,0.5561,5,0
10883,39.1,31484.77,631,0.0,0.2221,2,0
10884,57.5,41113.04,717,3.5,0.4213,3,0
10885,53.2,49603.91,460,7.7,0.4449,6,0
10886,67.2,54202.42,640,10.7,0.2789,3,0
10887,52.0,37855.95,638,0.0,0.2342,4,0
10888,40.7,56360.92,791,7.2,0.5914,5,0
10889,52.1,42892.41,649,8.7,0.3841,2,0
10890,58.3,49783.22,711,12.2,0.4454,4,1
10891,54.8,58194.26,691,11.5,0.2267,4,0
10892,51.1,50096.33,510,10.9,0.1671,6,0
10893,57.8,43454.21,741,4.0,0.2646,3,0
10894,59.0,48355.85,697,0.0,0.3314,3,0
10895,61.6,48674.56,721,6.0,0.1904,5,1
10896,52.8,44449.83,850,13.0,0.3485,4,1
10897,43.0,46118.06,513,15.0,0.0967,5,0
10898,46.8,73979.71,818,11.6,0.182,6,1
10899,59.5,58413.79,657,10.1,0.4506,5,0
10900,35.2,45567.8,703,9.9,0.4406,1,0
10901,49.4,60454.32,676,5.2,0.2912,5,0
10902,40.3,44992.71,646,7.3,0.1973,4,0
10903,45.3,67596.87,634,16.3,0.1959,0,1
10904,60.3,55544.63,706,3.3,0.294,5,1
10905,47.3,48390.47,559,16.1,0.4467,3,0
10906,45.6,56715.75,740,6.4,0.4892,4,1
10907,28.7,26436.86,647,14.6,0.2755,4,0
10908,54.0,33098.49,590,1.0,0.177,6,0
10909,52.7,32091.12,644,10.9,0.3902,5,0
10910,71.0,52144.15,781,4.3,0.2265,2,1
10911,41.3,75987.72,637,0.9,0.2723,2,1
10912,47.6,83469.5,709,9.1,0.5488,4,0
10913,48.0,59570.77,622,13.0,0.4741,6,0
10914,63.9,57512.67,741,3.8,0.3737,5,1
10915,43.9,22984.13,735,0.5,0.1592,5,0
10916,48.3,41859.89,828,7.5,0.3817,6,1
10917,52.3,38183.24,666,7.6,0.5094,4,0
10918,47.2,40687.29,733,10.7,0.2937,3,0
10919,39.6,47477.84,688,12.7,0.5527,3,0
10920,47.3,42918.64,784,7.7,0.5439,5,0
10921,57.9,20310.5,622,17.3,0.5996,4,0
10922,32.7,61218.65,740,9.1,0.3958,4,1
10923,46.6,33908.85,664,6.3,0.4381,3,0
10924,36.6,53588.7,675,0.0,0.5621,3,0
10925,59.3,81111.24,687,6.7,0.4171,1,1
10926,26.7,36209.23,700,6.3,0.2748,2,1
10927,38.3,15000.0,671,12.8,0.2827,7,0
10928,49.5,45709.94,697,10.3,0.3858,2,0
10929,63.8,66514.39,806,2.1,0.1564,4,1
10930,44.2,79375.21,759,8.9,0.3285,3,1
10931,38.3,31556.76,750,11.4,0.5145,3,0
10932,67.6,57450.49,644,15.6,0.05,7,1
10933,27.6,43020.34,609,12.4,0.5802,3,0
10934,18.6,48410.77,756,11.8,0.5184,2,0
10935,50.3,89665.15,750,8.3,0.281,1,1
10936,39.0,27455.45,798,9.9,0.4315,4,0
10937,32.7,53806.09,632,14.2,0.3505,2,0
10938,53.5,57015.4,662,1.3,0.5345,4,0
10939,47.9,66286.79,549,6.3,0.4974,7,0
10940,38.2,51469.75,649,4.1,0.14,4,0
10941,29.6,54620.76,760,9.9,0.4381,5,0
10942,55.5,44125.27,643,14.2,0.3192,8,0
10943,52.8,54036.9,731,5.0,0.3624,4,0
10944,43.8,44852.12,665,0.0,0.2408,3,0
10945,67.2,59323.58,706,5.9,0.6122,7,0
10946,32.2,44455.84,588,12.6,0.506,4,0
10947,26.7,55656.51,687,10.7,0.239,5,1
10948,36.7,49561.06,441,10.1,0.1498,8,0
10949,44.5,66890.75,665,6.6,0.2921,4,0
10950,47.9,49229.09,550,1.6,0.4152,3,0
10951,42.1,23404.51,776,10.6,0.386,1,1
10952,49.2,68928.82,742,3.8,0.538,1,1
10953,30.0,36414.02,717,18.9,0.4685,8,1
10954,62.3,40193.5,802,10.9,0.4954,5,1
10955,44.0,41065.08,604,5.1,0.399,3,0
10956,58.4,70616.57,820,4.9,0.1416,5,1
10957,49.1,17964.89,755,7.5,0.3206,4,0
10958,50.5,97066.23,661,6.8,0.509,3,0
10959,51.8,65840.85,771,13.6,0.3423,1,1
10960,50.4,53348.58,591,8.9,0.4255,5,0
10961,52.7,49176.59,614,4.3,0.3022,3,0
10962,60.9,54283.31,631,17.5,0.1955,4,0
10963,47.4,57816.84,638,8.2,0.3315,9,0
10964,53.5,59678.23,595,11.8,0.3964,7,0
10965,43.9,58334.07,778,5.0,0.2516,5,0
10966,62.3,51343.71,659,9.8,0.3146,4,0
10967,36.9,47039.92,708,9.6,0.2091,1,0
10968,66.6,47730.9,634,0.0,0.5179,7,0
10969,44.5,47076.38,534,18.1,0.3058,2,0
10970,27.8,67006.55,702,14.5,0.5679,7,0
10971,46.5,58903.35,527,6.0,0.5793,4,0
10972,36.8,15000.0,675,2.5,0.3378,6,0
10973,55.1,59838.51,571,9.7,0.1987,5,0
10974,37.2,52921.04,839,8.4,0.05,6,1
10975,39.6,49719.37,753,9.8,0.1292,6,1
10976,22.3,44172.22,688,9.0,0.1439,2,0
10977,39.6,66861.69,781,10.5,0.5568,5,1
10978,18.0,64212.9,612,15.2,0.3674,5,0
10979,26.0,38406.83,723,10.8,0.4084,7,0
10980,54.1,56105.78,696,2.8,0.05,3,1
10981,54.4,35425.15,701,14.8,0.1703,2,0
10982,50.1,29305.73,782,16.2,0.4831,5,0
10983,33.4,40599.24,739,23.8,0.393,7,0
10984,44.4,62935.9,703,2.4,0.3279,4,0
10985,45.0,64296.88,548,9.2,0.4347,5,0
10986,31.1,57696.28,603,0.0,0.5954,4,0
10987,63.0,60876.44,670,10.8,0.3168,6,0
10988,55.5,57742.67,687,5.3,0.3604,2,1
10989,42.3,40377.78,590,17.6,0.3789,5,0
10990,45.3,56478.84,850,4.1,0.7088,3,1
10991,47.5,62006.14,801,0.0,0.05,6,1
10992,20.5,61314.37,728,5.6,0.4525,4,0
10993,42.0,67833.7,686,0.0,0.3328,4,1
10994,36.8,60624.56,663,11.8,0.435,7,1
10995,33.0,55271.72,604,0.0,0.2514,1,1
10996,41.6,66052.25,686,8.1,0.3427,2,0
10997,66.6,49602.18,701,0.0,0.4567,5,0
10998,52.7,36771.88,581,6.4,0.8,2,0
10999,38.1,47554.0,707,16.2,0.4712,5,0
11000,51.9,38826.46,668,9.8,0.2228,4,0
